beta,n,gamma_eta,delta,bias_beta,sd_beta,bias_eta,sd_eta,bias_gamma,sd_gamma,n_valid
1.5,10,0.5,0.32,-0.08264674199999988,0.4903071348885969,-0.06281218599999994,0.29152438670060815,0.06549685999999999,0.17010929376675468,500
1.5,10,0.5,0.34,-0.09296982799999975,0.4862083785652325,-0.06815867799999997,0.2879116157371826,0.069934524,0.1676540085234271,500
1.5,10,0.5,0.36,-0.10307821399999995,0.4804595123923146,-0.07300876599999995,0.28466022662744866,0.07393640600000007,0.16552121911284476,500
1.5,10,0.5,0.38,-0.11205797399999984,0.4768603979318778,-0.07781220200000005,0.28160699613981,0.07784778200000009,0.16359514214091656,500
1.5,10,0.5,0.4,-0.12063904799999992,0.47311756838257674,-0.08219436199999997,0.27880535470025325,0.08139497800000006,0.16193245053271,500
1.5,10,0.5,0.42,-0.127130556,0.47414148328196354,-0.08694649600000004,0.27561870956286727,0.08511709,0.16006885111725486,500
1.5,10,0.5,0.44,-0.13319014000000018,0.47511518582229967,-0.09140940200000003,0.2728766295841893,0.08858038400000012,0.15890029680843318,500
1.5,10,0.5,0.46,-0.14033630399999986,0.4722405140932804,-0.09523408400000022,0.27046494742882354,0.09158571000000004,0.15752184699317803,500
1.5,10,0.5,0.48,-0.1468981319999998,0.47010018368830075,-0.09902624399999993,0.2681367711476579,0.09452634599999998,0.15623307022280775,500
1.5,10,0.5,0.5,-0.15192932999999997,0.47140641726216775,-0.10318647400000014,0.2657238334865785,0.09767805200000002,0.15498330191121848,500
1.5,10,1.0,0.0,0.6865783319999998,1.4117655591745553,0.21301068600000006,0.5344291917575955,-0.20284843200000002,0.44106452319639394,500
1.5,10,1.0,0.02,0.4358035920000001,1.0759666977598823,0.12326868800000002,0.4605259440795659,-0.11752915000000008,0.3552476893277773,500
1.5,10,1.0,0.04,0.30484494799999995,0.8975619196201439,0.07551633400000002,0.4157645185051342,-0.07242949399999998,0.30485609216986975,500
1.5,10,1.0,0.06,0.216605822,0.7751152012946556,0.0426743759999999,0.3814990834919174,-0.04163207800000002,0.26736476076751114,500
1.5,10,1.0,0.08,0.1537992239999999,0.6935755873719768,0.018940179999999973,0.35663708893573126,-0.01958652999999999,0.2411276998800677,500
1.5,10,1.0,0.1,0.10625808599999975,0.6360620290675727,0.0009135879999999652,0.3390161669423729,-0.0030116920000000658,0.22296501245190128,500
